"bandera","codigo_ISO","nombrePais","capitalPais","continente","regionPais","subregionPais","paisIndependiente","tieneMar","ONU","latitud","longitud","areaPais","sueldoMinimo_USD","salarioMinimoPorHora_USD","indicador","dimension","categoria","anio","decada","unidad","valorIndicador","pib_per_capita","poblacion","pib_total","desempleo"
"🇨🇷","CRI","Costa Rica","San José","North America","Americas","Central America","Si","No","Si",10,-84,51100,724.09,4.53,"Violent offences","by type of offence","Sexual violence: Sexual assault",2015,2010,"Counts",3778,11714.7105980803,4818038,56441920820.55,8.415
"🇨🇷","CRI","Costa Rica","San José","North America","Americas","Central America","Si","No","Si",10,-84,51100,724.09,4.53,"Violent offences","by type of offence","Sexual violence: Sexual assault",2016,2010,"Counts",3583,12091.0301606335,4866998,58847019609.74,8.085
"🇨🇷","CRI","Costa Rica","San José","North America","Americas","Central America","Si","No","Si",10,-84,51100,724.09,4.53,"Violent offences","by type of offence","Sexual violence: Sexual assault",2017,2010,"Counts",4413,12317.0902771322,4913177,60516044656.53,7.729
"🇨🇷","CRI","Costa Rica","San José","North America","Americas","Central America","Si","No","Si",10,-84,51100,724.09,4.53,"Violent offences","by type of offence","Sexual violence: Sexual assault",2018,2010,"Counts",4369,12590.2493781628,4957818,62420164991.54,9.01
"🇨🇷","CRI","Costa Rica","San José","North America","Americas","Central America","Si","No","Si",10,-84,51100,724.09,4.53,"Violent offences","by type of offence","Sexual violence: Sexual assault",2019,2010,"Counts",5794,12884.6859951947,4999553,64417670521.33,10.807
"🇨🇷","CRI","Costa Rica","San José","North America","Americas","Central America","Si","No","Si",10,-84,51100,724.09,4.53,"Violent offences","by type of offence","Sexual violence: Sexual assault",2020,2020,"Counts",4132,12394.0493969354,5034320,62395610759.98,16.432
"🇨🇷","CRI","Costa Rica","San José","North America","Americas","Central America","Si","No","Si",10,-84,51100,724.09,4.53,"Violent offences","by type of offence","Sexual violence: Sexual assault",2021,2020,"Counts",4958,12838.1185359009,5059988,64960725734.24,15.139
"🇨🇷","CRI","Costa Rica","San José","North America","Americas","Central America","Si","No","Si",10,-84,51100,724.09,4.53,"Violent offences","by type of offence","Sexual violence: Sexual assault",2022,2020,"Counts",5521,13625.9008491478,5081765,69243626028.67,11.325
"🇨🇷","CRI","Costa Rica","San José","North America","Americas","Central America","Si","No","Si",10,-84,51100,724.09,4.53,"Violent offences","by type of offence","Sexual violence: Sexual assault",2023,2020,"Counts",6727,16942.0268119304,5105525,86497941438.98,8.325
"🇨🇷","CRI","Costa Rica","San José","North America","Americas","Central America","Si","No","Si",10,-84,51100,724.09,4.53,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2014,2010,"Counts",1678,10911.4978783227,4767119,52016408854.21,8.499
"🇨🇷","CRI","Costa Rica","San José","North America","Americas","Central America","Si","No","Si",10,-84,51100,724.09,4.53,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2015,2010,"Counts",1717,11714.7105980803,4818038,56441920820.55,8.415
"🇨🇷","CRI","Costa Rica","San José","North America","Americas","Central America","Si","No","Si",10,-84,51100,724.09,4.53,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2016,2010,"Counts",0,12091.0301606335,4866998,58847019609.74,8.085
"🇨🇷","CRI","Costa Rica","San José","North America","Americas","Central America","Si","No","Si",10,-84,51100,724.09,4.53,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2017,2010,"Counts",0,12317.0902771322,4913177,60516044656.53,7.729
"🇨🇷","CRI","Costa Rica","San José","North America","Americas","Central America","Si","No","Si",10,-84,51100,724.09,4.53,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2018,2010,"Counts",0,12590.2493781628,4957818,62420164991.54,9.01
"🇨🇷","CRI","Costa Rica","San José","North America","Americas","Central America","Si","No","Si",10,-84,51100,724.09,4.53,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2019,2010,"Counts",0,12884.6859951947,4999553,64417670521.33,10.807
"🇨🇷","CRI","Costa Rica","San José","North America","Americas","Central America","Si","No","Si",10,-84,51100,724.09,4.53,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2020,2020,"Counts",0,12394.0493969354,5034320,62395610759.98,16.432
"🇨🇷","CRI","Costa Rica","San José","North America","Americas","Central America","Si","No","Si",10,-84,51100,724.09,4.53,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2021,2020,"Counts",0,12838.1185359009,5059988,64960725734.24,15.139
"🇨🇷","CRI","Costa Rica","San José","North America","Americas","Central America","Si","No","Si",10,-84,51100,724.09,4.53,"Violent offences","by type of offence","Sexual Exploitation",2014,2010,"Counts",173,10911.4978783227,4767119,52016408854.21,8.499
"🇨🇷","CRI","Costa Rica","San José","North America","Americas","Central America","Si","No","Si",10,-84,51100,724.09,4.53,"Violent offences","by type of offence","Sexual Exploitation",2015,2010,"Counts",161,11714.7105980803,4818038,56441920820.55,8.415
"🇨🇷","CRI","Costa Rica","San José","North America","Americas","Central America","Si","No","Si",10,-84,51100,724.09,4.53,"Violent offences","by type of offence","Sexual Exploitation",2016,2010,"Counts",124,12091.0301606335,4866998,58847019609.74,8.085
"🇨🇷","CRI","Costa Rica","San José","North America","Americas","Central America","Si","No","Si",10,-84,51100,724.09,4.53,"Violent offences","by type of offence","Sexual Exploitation",2017,2010,"Counts",94,12317.0902771322,4913177,60516044656.53,7.729
"🇨🇷","CRI","Costa Rica","San José","North America","Americas","Central America","Si","No","Si",10,-84,51100,724.09,4.53,"Violent offences","by type of offence","Sexual Exploitation",2018,2010,"Counts",71,12590.2493781628,4957818,62420164991.54,9.01
"🇨🇷","CRI","Costa Rica","San José","North America","Americas","Central America","Si","No","Si",10,-84,51100,724.09,4.53,"Violent offences","by type of offence","Sexual Exploitation",2019,2010,"Counts",107,12884.6859951947,4999553,64417670521.33,10.807
"🇨🇷","CRI","Costa Rica","San José","North America","Americas","Central America","Si","No","Si",10,-84,51100,724.09,4.53,"Violent offences","by type of offence","Sexual Exploitation",2020,2020,"Counts",95,12394.0493969354,5034320,62395610759.98,16.432
"🇨🇷","CRI","Costa Rica","San José","North America","Americas","Central America","Si","No","Si",10,-84,51100,724.09,4.53,"Violent offences","by type of offence","Sexual Exploitation",2021,2020,"Counts",100,12838.1185359009,5059988,64960725734.24,15.139
"🇨🇷","CRI","Costa Rica","San José","North America","Americas","Central America","Si","No","Si",10,-84,51100,724.09,4.53,"Violent offences","by type of offence","Sexual Exploitation",2022,2020,"Counts",89,13625.9008491478,5081765,69243626028.67,11.325
"🇨🇷","CRI","Costa Rica","San José","North America","Americas","Central America","Si","No","Si",10,-84,51100,724.09,4.53,"Violent offences","by type of offence","Sexual Exploitation",2023,2020,"Counts",101,16942.0268119304,5105525,86497941438.98,8.325
"🇨🇷","CRI","Costa Rica","San José","North America","Americas","Central America","Si","No","Si",10,-84,51100,724.09,4.53,"Violent offences","by type of offence","Acts intended to induce fear or emotional distress",2016,2010,"Counts",5470,12091.0301606335,4866998,58847019609.74,8.085
"🇨🇷","CRI","Costa Rica","San José","North America","Americas","Central America","Si","No","Si",10,-84,51100,724.09,4.53,"Violent offences","by type of offence","Acts intended to induce fear or emotional distress",2017,2010,"Counts",5002,12317.0902771322,4913177,60516044656.53,7.729
"🇨🇷","CRI","Costa Rica","San José","North America","Americas","Central America","Si","No","Si",10,-84,51100,724.09,4.53,"Violent offences","by type of offence","Acts intended to induce fear or emotional distress",2018,2010,"Counts",5885,12590.2493781628,4957818,62420164991.54,9.01
"🇨🇷","CRI","Costa Rica","San José","North America","Americas","Central America","Si","No","Si",10,-84,51100,724.09,4.53,"Violent offences","by type of offence","Acts intended to induce fear or emotional distress",2019,2010,"Counts",6631,12884.6859951947,4999553,64417670521.33,10.807
"🇨🇷","CRI","Costa Rica","San José","North America","Americas","Central America","Si","No","Si",10,-84,51100,724.09,4.53,"Violent offences","by type of offence","Acts intended to induce fear or emotional distress",2020,2020,"Counts",3377,12394.0493969354,5034320,62395610759.98,16.432
"🇨🇷","CRI","Costa Rica","San José","North America","Americas","Central America","Si","No","Si",10,-84,51100,724.09,4.53,"Violent offences","by type of offence","Acts intended to induce fear or emotional distress",2021,2020,"Counts",3672,12838.1185359009,5059988,64960725734.24,15.139
"🇨🇷","CRI","Costa Rica","San José","North America","Americas","Central America","Si","No","Si",10,-84,51100,724.09,4.53,"Violent offences","by type of offence","Acts intended to induce fear or emotional distress",2022,2020,"Counts",4697,13625.9008491478,5081765,69243626028.67,11.325
"🇨🇷","CRI","Costa Rica","San José","North America","Americas","Central America","Si","No","Si",10,-84,51100,724.09,4.53,"Violent offences","by type of offence","Acts intended to induce fear or emotional distress",2023,2020,"Counts",4861,16942.0268119304,5105525,86497941438.98,8.325
"🇺🇾","URY","Uruguay","Montevideo","South America","Americas","South America","Si","No","Si",-33,-56,181034,537.68,3.36,"Violent offences","by type of offence","Serious assault",2014,2010,"Counts",470,18322.4276767157,3356334,61496186973.9,6.547
"🇺🇾","URY","Uruguay","Montevideo","South America","Americas","South America","Si","No","Si",-33,-56,181034,537.68,3.36,"Violent offences","by type of offence","Serious assault",2015,2010,"Counts",469,17125.9016800298,3368017,57680327998.67,7.488
"🇺🇾","URY","Uruguay","Montevideo","South America","Americas","South America","Si","No","Si",-33,-56,181034,537.68,3.36,"Violent offences","by type of offence","Serious assault",2016,2010,"Counts",475,17009.7584207276,3379283,57480787465.27,7.841
"🇺🇾","URY","Uruguay","Montevideo","South America","Americas","South America","Si","No","Si",-33,-56,181034,537.68,3.36,"Violent offences","by type of offence","Serious assault",2017,2010,"Counts",436,19184.6502617082,3388438,65005997963.48,7.89
"🇺🇾","URY","Uruguay","Montevideo","South America","Americas","South America","Si","No","Si",-33,-56,181034,537.68,3.36,"Violent offences","by type of offence","Serious assault",2018,2010,"Counts",531,19249.9404677501,3394534,65344577415.75,8.336
"🇺🇾","URY","Uruguay","Montevideo","South America","Americas","South America","Si","No","Si",-33,-56,181034,537.68,3.36,"Violent offences","by type of offence","Serious assault",2019,2010,"Counts",605,18315.7316980028,3397206,62222313618.85,8.836
"🇺🇾","URY","Uruguay","Montevideo","South America","Americas","South America","Si","No","Si",-33,-56,181034,537.68,3.36,"Violent offences","by type of offence","Serious assault",2020,2020,"Counts",675,15757.5355995779,3398968,53559359261.83,10.413
"🇺🇾","URY","Uruguay","Montevideo","South America","Americas","South America","Si","No","Si",-33,-56,181034,537.68,3.36,"Violent offences","by type of offence","Serious assault",2021,2020,"Counts",594,17881.818721099,3396695,60739084240.86,9.328
"🇺🇾","URY","Uruguay","Montevideo","South America","Americas","South America","Si","No","Si",-33,-56,181034,537.68,3.36,"Violent offences","by type of offence","Serious assault",2022,2020,"Counts",528,20818.6146091144,3390913,70594110920.04,7.877
"🇺🇾","URY","Uruguay","Montevideo","South America","Americas","South America","Si","No","Si",-33,-56,181034,537.68,3.36,"Violent offences","by type of offence","Serious assault",2023,2020,"Counts",532,23019.4221560046,3388081,77991666837.74,8.355
"🇺🇾","URY","Uruguay","Montevideo","South America","Americas","South America","Si","No","Si",-33,-56,181034,537.68,3.36,"Violent offences","by type of offence","Kidnapping",2015,2010,"Counts",49,17125.9016800298,3368017,57680327998.67,7.488
"🇺🇾","URY","Uruguay","Montevideo","South America","Americas","South America","Si","No","Si",-33,-56,181034,537.68,3.36,"Violent offences","by type of offence","Kidnapping",2016,2010,"Counts",28,17009.7584207276,3379283,57480787465.27,7.841
"🇺🇾","URY","Uruguay","Montevideo","South America","Americas","South America","Si","No","Si",-33,-56,181034,537.68,3.36,"Violent offences","by type of offence","Kidnapping",2017,2010,"Counts",37,19184.6502617082,3388438,65005997963.48,7.89
"🇺🇾","URY","Uruguay","Montevideo","South America","Americas","South America","Si","No","Si",-33,-56,181034,537.68,3.36,"Violent offences","by type of offence","Kidnapping",2018,2010,"Counts",24,19249.9404677501,3394534,65344577415.75,8.336
"🇺🇾","URY","Uruguay","Montevideo","South America","Americas","South America","Si","No","Si",-33,-56,181034,537.68,3.36,"Violent offences","by type of offence","Kidnapping",2019,2010,"Counts",8,18315.7316980028,3397206,62222313618.85,8.836
"🇺🇾","URY","Uruguay","Montevideo","South America","Americas","South America","Si","No","Si",-33,-56,181034,537.68,3.36,"Violent offences","by type of offence","Kidnapping",2020,2020,"Counts",4,15757.5355995779,3398968,53559359261.83,10.413
"🇺🇾","URY","Uruguay","Montevideo","South America","Americas","South America","Si","No","Si",-33,-56,181034,537.68,3.36,"Violent offences","by type of offence","Kidnapping",2021,2020,"Counts",15,17881.818721099,3396695,60739084240.86,9.328
"🇺🇾","URY","Uruguay","Montevideo","South America","Americas","South America","Si","No","Si",-33,-56,181034,537.68,3.36,"Violent offences","by type of offence","Kidnapping",2022,2020,"Counts",13,20818.6146091144,3390913,70594110920.04,7.877
"🇺🇾","URY","Uruguay","Montevideo","South America","Americas","South America","Si","No","Si",-33,-56,181034,537.68,3.36,"Violent offences","by type of offence","Kidnapping",2023,2020,"Counts",24,23019.4221560046,3388081,77991666837.74,8.355
